id,title,popularity,runtime,price,overview
23E4,Duel ,136,74,6.99,"Travelling businessman, David Mann, angers the driver of a rusty tanker whilst crossing the Californian desert. A simple trip turns deadly as Mann struggles to stay on the road while the tanker plays cat and mouse with his life."
10BA,Gattaca ,112,106,7.99,"Science fiction drama about a future society in the era of indefinite eugenics where humans are set on a life course depending on their DNA. The young Vincent Freeman is born with a condition that would prevent him from space travel, yet he is determined to infiltrate the GATTACA space program."
1AD2,A Patch of Blue ,86,105,7.99,"A blind, uneducated white girl is befriended by a black man, who becomes determined to help her escape her impoverished and abusive home life."
4FDE,The Man from Hong Kong ,132,111,6.99,"Australian authorities arrest a man believed to be connected to the Sydney criminal underworld and send for Inspector Fang Sing Leng Jimmy Wang Yu from Hong Kong to question him. After the alleged criminal is assassinated, Inspector Leng and the Sydney police try to hunt down those responsible and hope to solve their case along the way."
4FDF,좋은 친구들 ,113,114,8.99,"Hyuntae, Inchul and Minsoo have been best friends since childhood. Hyuntae is a paramedic with a daughter in kindergarten, Inchul is a con man who works at an insurance company, and Minsoo is a small business owner. Hyuntaes mother, who owns an illegal gambling arcade, asks Inchul to stage a robberyarson of her arcade to get an insurance settlement. But after that results in her accidental death, the friends have a falling out and their relationships with each other are forever changed."
67A4,Lost Songs: The Basement Tapes Continued ,147,106,7.99,"A documentary that goes behind the scenes with some of todays most talented songwriters as they make new music based on longlost, newly discovered lyrics from Bob Dylans legendary Basement Tapes sessions. T Bone Burnett brings Elvis Costello, Rhiannon Giddens, Taylor Goldsmith, Jim James and Marcus Mumford together in a dramatic twoweek studio session in the basement of Capitol Records. Features an exclusive interview with Bob Dylan."
45C7,Captain America: The Winter Soldier ,94,136,7.99,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the everwidening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemythe Winter Soldier."
45C9,Kind Lady ,101,78,6.99,"Mary Herries has a passion for art and fine furniture. Even though she is getting on in years, she enjoys being around these priceless articles. One day she meets a strange young painter named Elcott, who uses his painting skill to enter into her life. Little does she expect that his only interest in Mary is to covet everything she has."
989B,Catch Me If You Can ,95,141,7.99,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit."
1AC5,A Midwinter's Tale ,106,99,7.99,"Out of work actor Joe volunteers to help try and save his sisters local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a profit sharing basis that is, they may not get paid anything he cannot expect  and does not get  the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope."
2DF6,Shine ,126,105,6.99,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim."
941B,I Am a Fugitive from a Chain Gang ,115,93,6.99,"Warner Bros. hardhitting chaingang movie was a faithful adaptation of the similarly titled autobiography of Robert Elliot Burns. Paul Muni plays World War I veteran James Allen, whose plans of becoming a master architect evaporate in the cold light of economic realities. Times get really tough when hes falsely convicted of a crime and forced to work on a chain gang."
8B02,Days of Heaven ,108,94,7.99,"In 1910, a Chicago steel worker accidentally kills his supervisor and flees to the Texas panhandle with his girlfriend and little sister to work harvesting wheat in the fields of a stoic farmer. A love triangle, a swarm of locusts, a hellish fireMalick captures it all with dreamlike authenticity, creating at once a timeless American idyll and a gritty evocation of turnofthecentury labor."
45C1,The Sound of Music ,134,174,6.99,Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family.
23DC,The Last Waltz ,148,117,7.99,"Martin Scorseses rockumentary intertwines footage from The Bands incredible farewell tour with probing backstage interviews and featured performances by Eric Clapton, Bob Dylan, Joni Mitchell, Ringo Starr and other rock legends."
45BA,My Little Chickadee ,99,83,7.99,"Set in the American Old West of the 1880s, Miss Flower Belle Lee Mae West is on her way to visit relatives out west. While she is traveling on a stagecoach a masked bandit on horseback holds up the stage for its shipment of gold. As he makes his getaway with the gold, he takes Flower Belle with him. Flower Belle then walks into town under suspicion of being in collusion with the bandit."
9419,Prime Suspect 3 ,125,207,6.99,"Assigned to a Vice squad, Detective Jane Tennison investigates a child murder and discovers a sinister link to the police.  Detective Chief Inspector Jane Tennison moves to a new district and is put in charge of a vice investigation instead of homicide. But soon a homicide case impinges on her new job when a very young male prostitute is murdered in the apartment of Vera Reynolds, a female impersonator. Soon Jane is on the trail of the boys brutal young pimp played by David Thewlis. But her investigation is complicated by the Old Boys Network, which is spying on her and is more concerned with preventing scandal than bringing the villain to justice."
45BE,Revengeance ,86,71,7.99,"A lowrent bounty hunter named Rod Rosse, The One Man Posse, gets entangled in a web of danger when he takes on a job from an exbikerexwrestler turned U.S. senator named Deathface."
7C50,Imagine: John Lennon ,138,100,6.99,"John Lennon, David Bowie, Julian Lennon, and Yoko Ono Lennon are featured in this portrait of the life of musician John Lennon.  A documentary about former Beatle John Lennon, narrated by Lennon himself, with extensive material from Yoko Onos personal collection.  This featurefilm biography of the legendary rock musician includes previously unseen footage from Lennons private archives, as well as interviews with his first wife Cynthia, second wife Yoko Ono and sons Julian and Sean. Narrated in Lennons own voice, IMAGINE was taken from the 240 hours of personal film and video from the stars private collection. Directed by Andrew Solt who is also responsible for the rockumentary THIS IS ELVIS, this unique film gives fan a look at the enigmatic, innovative, and often changing pop revolutionary that is unavailable anywhere else."
1934,Chris Gethard: Career Suicide ,114,90,7.99,"A comedy about depression, alcoholism, suicide and the other funniest parts of life. Gethard holds nothing back as he dives into his experiences with mental illness and psychiatry, finding hope in the strangest places. An adaption of his oneman offBroadway show of the same name."
8B1A,The Trap: What Happened to Our Dream of Freedom ,115,180,7.99,"Individual freedom is the dream of our age. Its what our leaders promise to give us, it defines how we think of ourselves and, repeatedly, we have gone to war to impose freedom around the world. But if you step back and look at what freedom actually means for us today, its a strange and limited kind of freedom."
5A8F,Bully ,102,92,6.99,"This year, over 5 million American kids will be bullied at school, online, on the bus, at home, through their cell phones and on the streets of their towns, making it the most common form of violence young people in this country experience. The Bully Project is the first feature documentary film to show how weve all been affected by bullying, whether weve been victims, perpetrators or stood silent witness. The world we inhabit as adults begins on the playground. The Bully Project opens on the first day of school. For the more than 5 million kids wholl be bullied this year in the United States, its a day filled with more anxiety and foreboding than excitement. As the sun rises and school busses across the country overflow with backpacks, brass instruments and the rambunctious sounds of raging hormones, this is a ride into the unknown."
A7AF,Blow ,144,124,6.99,"A boy named George Jung grows up in a struggling family in the 1950s. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that Georges father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960s, suggests that he deal marijuana. He is a big hit in California in the 1960s, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price."
3CC0,God's Compass ,114,103,8.99,"Suzanne Waters Karen Abercrombie has just passed the baton as the principal of the local high school. Having spent a lifetime teaching life lessons, the journey into retirement is about to bring her one of her greatest lessons. Her lesson plan will come from a troubled young man, Eli, as she invests in his life. Suzanne also becomes a firsttime grandmother, and the new life of the baby brings renewed hope to the family as each member discovers their core value in Gods path for their lives. As Suzanne reflects back on her life of faithfulness, we are reminded that there are no accidents in Gods Kingdom, no chance meetings, no purposeless steps taken."
9E4D,The Way ,88,128,6.99,"When his son dies while hiking the famed Camino de Santiago pilgrimage route in the Pyrenees, Tom flies to France to claim the remains. Looking for insights into his estranged childs life, he decides to complete the 500mile mountain trek to Spain. Tom soon joins up with other travelers and realizes theyre all searching for something."
23FD,The Iron Giant ,126,86,7.99,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nineyearold boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices."
45D8,Atonement ,104,123,6.99,"As a 13yearold, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sisters lover of a crime he did not commit."
5A8B,The Cocoanuts ,82,96,6.99,"During the Florida land boom, the Marx Brothers run a hotel, auction off some land and thwart a jewel robbery."
724B,Steve McQueen: The Man & Le Mans ,131,112,7.99,Steve McQueen The Man amp Le Mans interweaves stunning newly discovered footage and voice recordings with original interviews. It is the true story of how a cinema legend would risk almost everything in pursuit of his dream.
A396,Bye Bye Braverman ,110,94,8.99,"Friends gather for the funeral of a friend. Subplots unfold as the group attempts to linkup to attend the funeral of their friend, Braverman."
506E,Midnight Run ,86,126,6.99,"An accountant embezzles 15 million of mob money, jumps bail and is chased by bounty hunters, the FBI, and the Mafia."
8F94,Child's Play ,107,100,6.99,"At an exclusive boys school, a new gym teacher is drawn into a feud between two older instructors, and he discovers that everything at the school is not quite as staid, tranquil and harmless as it seems."
A7A5,When Harry Met Sally... ,105,96,6.99,"During their travels from Chicago to New York, Harry and Sally Will debate whether or not sex ruins a perfect relationship between a man and a woman. Eleven years and later, theyre still no closer to finding the answer."
857F,Little Big Man ,106,139,7.99,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Indians and fighting with General Custer."
8B14,She Wore a Yellow Ribbon ,83,103,6.99,"After Custer and the 7th Cavalry are wiped out by Indians, everyone expects the worst. Capt. Nathan Brittles is ordered out on patrol but hes also required to take along Abby Allshard, wife of the Forts commanding officer, and her niece, the pretty Olivia Dandridge, who are being evacuated for their own safety. Brittles is only a few days away from retirement and Olivia has caught the eye of two of the young officers in the Company, Lt. Flint Cohill and 2nd Lt. Ross Pennell. Shes taken to wearing a yellow ribbon in her hair, a sign that she has a beau in the Cavalry, but refuses to say for whom she is wearing it."
4FEB,The War Zone ,118,98,6.99,"An alienated teenager, saddened that he has moved away from London, must find a way to deal with a dark family secret."
1AD4,Avatar ,106,162,6.99,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
1ADC,Black Hawk Down ,84,144,6.99,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground."
7249,Feast ,149,6,7.99,"This Oscarwinning animated short film tells the story of one mans love life as seen through the eyes of his best friend and dog, Winston, and revealed bite by bite through the meals they share."
45CE,A Billion Lives ,101,94,9.99,"In 20 years time, there will be nearly 1.6 billion smoker around the world. Approximately 70 of smokers want to quit. The United Nations World Health Organisation expects a billion people will die prematurely from smoking this century. The products their doctors recommend are rarely effective and many are trapped. A new vapour technology was invented to give smokers a successful way to quit. But it was quickly demonised, and even banned in many countries. A perfect storm is brewing between smokers trying to quit, government regulators, and health charities funded by the powerful pharmaceutical industry. Director Aaron Biebert travelled across four continents interviewing doctors, scientists, and others working to save a billion lives. What he found was profound government failure, widespread corruption in the public health community and powerful subversion by big business."
3CB6,The Final Cut ,82,96,6.99,"Mysterious bomber is planting explosive devices in Seattle. Since their quality takes too big a toll among Seattle Police bomb experts, John Pierce, former head of the Bomb Squad, reluctantly takes the job that will take him to face his worst nightmare."
A38F,Prison Break: The Final Break ,123,89,7.99,"The movie covers the events which occurred in between the downfall of The Company and the finale of the series. It details the arrest and incarceration of Sara Tancredi, the final escape plan which Michael devises for Sara. It also reveals the ultimate fate of Gretchen Morgan."
32B9,Undefeated ,87,113,7.99,"Set against the backdrop of a high school football season, Dan Lindsay and T.J. Martins documentary UNDEFEATED is an intimate chronicle of three underprivileged studentathletes from innercity Memphis and the volunteer coach trying to help them beat the odds on and off the field.  For players and coaches alike, the season will be not only about winning games  it will be about how they grapple with the unforeseeable events that are part of football and part of life."
32B8,Intruder in the Dust ,113,87,7.99,"Rural Mississippi in the 1940s Lucas Beauchamp, a local black man with a reputation of not kowtowing to whites, is found standing over the body of a dead white man, holding a pistol that has recently been fired. Quickly arrested for murder and jailed, Beauchamp insists hes innocent and asks the towns most prominent lawyer, Gavin Stevens, to defend him, but Stevens refuses. When a local boy whom Beauchamp has helped in the past and who believes him to be innocent hears talk of a mob taking Beauchamp out of jail and lynching him, he pleads with Stevens to defend Beauchamp at trial and prove his innocence."
7C7D,Spine Tingler! The William Castle Story ,148,82,7.99,"Chronicles the last great American showman, filmmaker William Castle, a master of ballyhoo who became a brand name in movie horror with his outrageous audience participation gimmicks."
8595,One Minute Time Machine ,135,6,7.99,"Every time the beautiful Regina rejects his advances, James pushes a red button and tries again, all the while unaware of the reality and consequences of his actions."
32B6,Ryan's Daughter ,146,195,7.99,World War I seems far away from Irelands Dingle peninsula when Rosy Ryan Shaughnessy goes horseback riding on the beach with the young English officer. There was a magnetic attraction between them the day he was the only customer in her fathers pub and Rosy was tending bar for the first time since her marriage to the village schoolmaster. Then one stormy night some Irish revolutionaries expecting a shipment of guns arrive at Ryans pub. Is it Rosy who betrays them to the British Will Shaugnessy take Father Collins advice Is the pivotal role that of the village idiot who is mute
10D8,Twelve Monkeys ,92,129,6.99,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earths population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, hes arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease."
45EC,The Dreamers ,115,115,6.99,A young American studying in Paris in 1968 strikes up a friendship with a French brother and sister. Set against the background of the 68 Paris student riots.
9446,Anastasia ,82,94,6.99,"This animated adventure retells the story of the lost daughter of Russias last czar. The evil Rasputin places a curse on the Romanov family, and Anastasia and her grandmother, Empress Maria, get separated. After growing up in an orphanage, Anastasia encounters two Russian men seeking a reward offered by Empress Maria for the return of her granddaughter. The trio travels to Paris, where they find that the empress has grown skeptical of imposters."
8B29,Batman Beyond: The Movie ,104,132,6.99,"Fueled by remorse and vengeance, a high schooler named Terry McGinnis revives the role of Batman. Under supervision of an elderly Bruce Wayne, he fights crime in a harsh futuristic Gotham."
3CCF,Upside Down: The Creation Records Story ,131,101,6.99,"Over a quarter of a century since it began and a decade after it folded, this is the definitive film about Creation Records, one of the worlds most successful and colorful independent labels. This is the story of the rock n roll dream and its accompanying nightmares. Millions of sales on both sides of the Atlantic, near bankruptcy, pills, thrills, spats, prats, success, excess, pick me ups, breakdowns and of course some of THE defining music of the late 20th Century. This is the definitive and fully authorised story of the UKs most inspired and dissolute label, from the Jesus amp Mary Chain at the Living Room to Oasis at Knebworth."
67C4,Into the Arms of Strangers: Stories of the Kindertransport ,138,122,7.99,The story of the child refugees who were transported to Britain to escape the Nazi Holocaust.
7260,You Were Never Lovelier ,110,97,7.99,"The Acunas, a rich Argentine family, have the tradition that the daughters have to get married in order, oldest first. When sister 1 gets married, sisters 3 and 4 put pressure on Maria, sister 2, because they have their husbands picked out already. But Maria hasnt yet met a man she likes. Eduardo Acuna, believing that men arent romantic enough these days, sends his daughter flowers and anonymous love letters, creating a mystery man for her to fall in love with. He intends to pick out an appropriate beau for her later, to fill the role. But Robert Davis, an American dancer looking for work, stumbles into the picture. Maria falls for him, but the father does not approve."
8590,Bonhoeffer: Agent of Grace ,112,88,7.99,"The story of Dietrich Bonhoeffer, a German clergyman of great distinction, who actively opposed Hitler and the Nazis. His convictions cost him his life.  What is a moral person to do in a time of savage immorality That question tormented Dietrich Bonhoeffer, a German clergyman of great distinction who actively opposed Hitler and the Nazis. His convictions cost him his life. The Nazis hanged him on April 9, 1945, less than a month before the end of the war. Bonhoeffers last years, his participation in the German resistance and his moral struggle are dramatized in this film. More than just a biographical portrait, Bonhoeffer Agent of Grace sheds light on the littleknown efforts of the German resistance. It brings to a wide audience the heroic rebellion of Bonhoeffer, a highly regarded Lutheran minister who could have kept his peace and saved his life on several occasions but instead paid the ultimate price for his beliefs."
507E,After Hours ,115,97,6.99,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho whom he met that evening at a coffee shop.
8B24,Boyhood ,118,164,7.99,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 1718, and examines his relationship with his parents as he grows."
2809,A Night in Casablanca ,146,85,6.99,"The Marx Brothers are employed at a hotel in postwar Casablanca, where a ring of Nazis is trying to recover a cache of stolen treasure."
063D,Bruno ,118,108,6.99,"The story of a unique young boy genius, Bruno, whose expression of his own individuality leads his family and community along an emotional journey."
45F7,The Roaring Twenties ,83,104,7.99,"After the WWI Armistice Lloyd Hart goes back to practice law, former saloon keeper George Hally turns to bootlegging, and outofwork Eddie Bartlett becomes a cab driver. Eddie builds a fleet of cabs through delivery of bootleg liquor and hires Lloyd as his lawyer. George becomes Eddies partner and the rackets flourish until love and rivalry interfere."
1F07,Over the Edge ,80,95,7.99,"The music of Cheap Trick, The Cars, and The Ramones highlights this realistic tale of alienated suburban youth on the rampage. Dillon makes his screen debut in this updated, welldone Rebel Without a Cause. Shelved for several years, the movie was finally released after Dillon made it big. Sleeper with excellent direction and dialogue."
89B7,Fail-Safe ,137,112,7.99,Because of a technical defect an American bomber team mistakenly orders the destruction of Moscow. The President of the United States has but little time to prevent an atomic catastrophe from occurring. Director Sidney Lumet gives an atmospheric vision of the future with a Cold War backdrop.
508E,Dog Pound ,89,91,7.99,Three juvenile delinquents arrive at a correctional center and are put under the care of an experienced guard.
5EBA,Once ,147,85,6.99,"A vacuum repairman moonlights as a street musician and hopes for his big break. One day a Czech immigrant, who earns a living selling flowers, approaches him with the news that she is also an aspiring singersongwriter. The pair decide to collaborate, and the songs that they compose reflect the story of their blossoming love."
10DF,Rudderless ,106,105,6.99,"A grieving father in a downward spiral stumbles across a box of his recently deceased sons demo tapes and lyrics. Shocked by the discovery of this unknown talent, he forms a band in the hope of finding some catharsis."
67D2,And the Oscar Goes To... ,136,100,6.99,"The story of the goldplated statuette that became the film industrys most coveted prize, And the Oscar Goes To... traces the history of the Academy itself, which began in 1927 when Louis B. Mayer, then head of MGM, led other prominent members of the industry in forming this professional honorary organization. Two years later the Academy began bestowing awards, which were nicknamed Oscar and quickly came to represent the pinnacle of cinematic achievement."
944F,Urgh! A Music War ,128,122,6.99,"Urgh A Music War is a British film released in 1981 featuring performances by punk rock, new wave, and postpunk acts of the late 70s and early 80s."
3CDC,The Hunger Games: Catching Fire ,92,146,6.99,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a Victors Tour of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games The Quarter Quell  a competition that could change Panem forever."
5EB2,The Odd Couple ,130,106,7.99,"Felix Ungar has just broken up with his wife. Despondent, he goes to kill himself but is saved by his friend Oscar Madison. With nowhere else to go, Felix is urged by Oscar to move in with him, at least for a while. The only problem is that Felix is neat, tidy, and neurotic, whereas Oscar is slovenly and casual."
67CB,Sherpa ,130,96,6.99,"In 2013, the worlds media reported on a shocking mountainhigh brawl as European climbers fled a mob of angry Sherpas. Director Jennifer Peedom and her team set out to uncover the cause of this altercation, intending to film the 2014 climbing season from the Sherpas pointofview. Instead, they captured Everests greatest tragedy, when a huge block of ice crashed down onto the climbing route..."
3CD5,You Can't Take It With You ,107,126,6.99,"Alice, the only relatively normal member of the eccentric Sycamore family, falls in love with Tony Kirby. His wealthy banker father, Anthony P. Kirby, and his snobbish mother, strongly disapprove of the match. When the Kirbys are invited to dinner to become better acquainted with their future inlaws, things do not turn out the way Alice had hoped."
1AFA,The Apartment ,112,125,7.99,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night hes left with a major problem to solve."
89AE,Payment on Demand ,126,90,6.99,"Screen legend and Academy Awardwinner Bette Davis All About Eve, Dark Victory stars with Emmynominee Barry Sullivan Rich Man, Poor Man in this compelling look at why people drift apart in marriage and seek divorce, with all its consequences."
0636,Spellbound ,82,97,6.99,"This documentary follows 8 teens and preteens as they work their way toward the finals of the Scripps Howard national spelling bee championship in Washington D.C. All work quite hard and practice daily, first having to win their regional championship before they can move on. Interviews include the parents and teachers who are working with them. The competitors not only work hard to get to the finals but face tremendous pressure as the original group of over 250 competitors is whittled down and the words they must spell get ever more difficult."
7285,Stand and Deliver ,118,103,6.99,"Jaime Escalante is a mathematics teacher in a school in a hispanic neighbourhood. Convinced that his students have potential, he adopts unconventional teaching methods to try and turn gang members and nohopers into some of the countrys top algebra and calculus students."
9463,Fools' Parade ,80,98,6.99,"Homer Grindstaff is a big named banker in Glory and Doc Council is a prison official and they team up to plot to kill Appleyard and his exconvict friends who were attempting to open up a general store in Stone Coal, West Virginia and then to take the money."
32D7,Maula Jat ,97,156,9.99,Maula Jat tells the true story of its eponymous heros blood feud with the local gunda Nuri Nath.
197A,The Mad Doctor ,117,7,7.99,"A dark and stormy night. Pluto is spirited away to the spooky mansion of an evil genius for a mad transplant scheme to put his head on the body of a chicken. Mickey gives chase, but find himself threatened severely by the house and its denizens."
8139,Manhattan ,105,96,7.99,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friends mistress.
54BB,TV Junkie ,121,89,7.99,"Rick Kirkham was a reporter for Inside Edition who appeared on a segment called Inside Adventure. From the age of 14, he filmed more than 3,000 hours of a video diary this included footage during his tenure on Inside Edition during which he was addicted to crack cocaine."
8137,The Great Dictator ,93,125,7.99,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkels regime.
8130,Simple Men ,89,105,6.99,"Bitter about being doublecrossed by the women he loved, and with the police after him to boot, Bill vows to seduce the next woman he sees, then throw her away. His brother Dennis, meanwhile, is equally determined to track down their long lost father, a revolutionary who has been in hiding for 20 years. For different reasons, both leave New York and head for Long Island, out of money, and short on ideas. DLong Island is a a terminal moraine. BWhats that DIts the material left behind when a glacier recedes. DGee, then what the hell are we waiting forD Shes a bit jumpy... B Jumpy women are great"
54B8,When We Were Kings ,147,89,6.99,"Its 1974. Muhammad Ali is 32 and thought by many to be past his prime. George Foreman is ten years younger and the heavyweight champion of the world. Promoter Don King wants to make a name for himself and offers both fighters five million dollars apiece to fight one another, and when they accept, King has only to come up with the money. He finds a willing backer in Mobutu Sese Suko, the dictator of Zaire, and the Rumble in the Jungle is set, including a musical festival featuring some of Americas top black performers, like James Brown and B.B. King."
89C6,Stop Making Sense ,111,88,8.99,"David Byrne walks onto the stage and does a solo Psycho Killer. Jerry Harrison, Tina Weymouth and Chris Frantz join him for two more songs. The crew is busy, still setting up. Then, three more musicians and two backup singers join the band. Everybody sings, plays, harmonizes, dances, and runs. In this concert film, the Talking Heads hardly talk, dont stop, and always make sense."
8B44,Limitless ,110,105,6.99,A paranoiafueled action thriller about an unsuccessful writer whose life is transformed by a topsecret smart drug that allows him to use 100 of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.
727D,Reservoir Dogs ,114,99,7.99,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors  veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie  unravel."
10F6,This Christmas ,148,117,6.99,"This year Christmas with the Whitfields promises to be one they will never forget. All the siblings have come home for the first time in years and theyve brought plenty of baggage with them. As the Christmas tree is trimmed and the lights are hung, secrets are revealed and family bonds are tested. As their lives converge, they join together and help each other discover the true meaning of family."
67DC,Yesterday's Enemy ,103,95,7.99,"Set during the Burma Campaign of World War 2, this is the story of courage and endurance of the soldiers struggling at close quarters against the enemy. The film examines the moral dilemmas ordinary men face during war, when the definitions of acceptable military action and insupportable brutality become blurred and distorted"
3CE9,Danza macabra ,127,87,7.99,"A writer accepts a bet that he cannot spend the night alone in a haunted castle on All Souls Eve. Once night falls at the castle, several who had been murdered therein return to life, reliving their deaths and seeking to kill the writer for his blood in a vain attempt to stay alive beyond that one night. Barbara Steele, as one of the living dead, tries to aid his escape from the castle."
54AF,The Miracle Worker ,96,106,7.99,"The true story of the frightening, lonely world of silence and darkness of 7yearold Helen Keller who, since infancy, has never seen the sky, heard her mothers voice or expressed her innermost feelings. Then Annie Sullivan, a 20yearold teacher from Boston, arrives. Having just recently regained her own sight, the nononsense Annie reaches out to Helen through the power of touch, the only tool they have in common, and leads her bold pupil on a miraculous journey from fear and isolation to happiness and light."
0646,Racing Extinction ,125,90,7.99,An unlikely team of activists and innovators hatches a bold mission to save endangered species.
509E,Dancer in the Dark ,82,140,7.99,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping lifes troubles  even if just for a moment  by dreaming up little numbers to the rhythmic beats of her surroundings."
283B,Traces of Red ,96,105,6.99,"Jack, a Palm Beach detective, becomes involved in a case of multiple murders. All the women can be linked to Jack in some way. Jack and his partner have no leads, but numerous suspects. The murders continue, along with anonymous letters from the killer."
150A,The Black Power Mixtape 1967-1975 ,127,100,7.99,"Examines the evolution of the Black Power Movement in American society from 1967 to 1975. It features footage of the movement shot by Swedish journalists in America during that period and includes the appearances of Bobby Seale, Huey P. Newton, Eldridge Cleaver, and other activists, artists, and leaders central to the movement."
67FA,All Night Long ,88,87,6.99,"Executive George Dupler loses his temper and is demoted to the night manager at a 24 hour drugstore. After he suggests to his teenage son Freddie that he stop having an affair with suburban housewife Cheryl Gibbons, who is a distant cousin, Cheryl tries to seduce George. At home, in front of his mother, Freddie accuses his dad of stealing his girl, because he found Cheryl serving George a meal in the middle of the night, while her husband Bobby was on duty at the fire station. George then separates from his wife Helen, quits his job, moves into a warehouse, and asks Cheryl to move in with him"
76AA,My Winnipeg ,111,80,6.99,"A personal portrait of filmmaker Guy Maddins hometown of Winnipeg, Manitoba."
54CB,Gasland Part II ,128,125,7.99,"Two years ago, Josh Fox introduced us to hydraulic fracturing with his Oscarnominated expos Gasland. Now this oncetouted energy source has become a widely discussed, contentious topic. In his followup, Fox reveals the extreme circumstances facing those affected by fracking, from earthquakes to the use of federal antiterror psychological operations tactics. Gasland Part II is the definitive proof that issues raised by fracking cannot be ignored for long."
67FD,N Is a Number: A Portrait of Paul Erdös ,92,57,7.99,"In an age when genius is a mere commodity, it is useful to look at a person who led a rich life without the traditional trappings of success. A man with no home and no job, Paul Erds was the most prolific mathematician who ever lived. Born in Hungary in 1913, Erds wrote and coauthored over 1,500 papers and pioneered several fields in theoretical mathematics. At the age of 83 he still spent most of his time on the road, going from math meeting to math meeting, continually working on problems. He died on September 20, 1996 while attending such a meeting in Warsaw, Poland."
54CC,Five ,122,87,6.99,An anthology of five short films exploring the impact of breast cancer on peoples lives.
5EDE,Anne Frank Remembered ,110,117,6.99,"Using previously unreleased archival material in addition to contemporary interviews, this academy awardwinning documentary tells the story of the Frank family and presents the first fullyrounded portrait of their brash and freespirited daughter Anne, perhaps the worlds most famous victim of the Holocaust. Written by Dawn M. Barclift"
4BAD,10 Things I Hate About You ,86,97,6.99,"Bianca, a tenth grader, has never gone on a date, but she isnt allowed to go out with boys until her older sister Kat gets a boyfriend. The problem is, Kat rubs nearly everyone the wrong way. But Bianca and the guy she has her eye on, Joey, are eager, so Joey fixes Kat up with Patrick, a new kid in town just bitter enough for Kat."
