id,title,popularity,runtime,price,overview
8267,The Martian ,108,141,7.99,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive."
55EB,Rock 'n' Roll Nightmare ,120,83,6.99,"At an old farmhouse, a family mysteriously dissapears at the hands of evil. Years later, hair metal band The Tritons comes to the farmhouse, whose barn now features a 24track recording studio. Lead singer John Triton gets the band to perform their first night in the farmhouse after dinner, and weird little beasties suddenly appear, and strange things start to happen. Band members and their tag along girlfriends begin to act strangely and vanish one by one. Soon, only John Triton remains, and he holds a secret. Finally, the evil shows itself and a battle between heaven and hell ensues...."
77CA,Dansen op de vulkaan ,80,83,6.99,"Maarten is just a normal 16 year old boy. After school he likes to hang out in the park with his friends, listen to music, game with his best friend Stefan and go to the dance school as often as possible. His favourite dance partner is Roxanne. No one, especially Roxanne, can know that Maarten is chronically ill. He has a serious metabolic disease and is not likely to grow old. Despite of his disease and worried parents, Maarten wants to live life to the fullest. When his body betrays him more often than not, he starts to realise that he may have to give up dancing."
20D6,Spike of Bensonhurst ,149,100,8.99,"Spike Fumo is an Italian kid apsiring to be a boxer. He falls in love with a rich girl, who turns out to be the daughter of a Mafia boss. Spike is threatened to leave Bensonhurst by the mob, and then goes to a povertystricken Puerto Rican part of Brooklyn."
77C4,Dragons: A Fantasy Made Real ,141,99,6.99,Dragons World A Fantasy Made Real is a nature mockumentary about a British scientific team that attempts to understand the unique the incredible beasts that have fascinated people for ages. CGI is used to create the dragons.
6EAB,The Enemy Below ,119,97,6.99,"The American destroyer escort, the USS Haynes commanded by Robert Mitchum, detects a German UBoat, commanded by Curt Jrgens, resulting in a prolonged, deadly battle of wits."
2AF1,Me and Earl and the Dying Girl ,123,105,7.99,"Greg is coasting through senior year of high school as anonymously as possible, avoiding social interactions like the plague while secretly making spirited, bizarre films with Earl, his only friend. But both his anonymity and friendship threaten to unravel when his mother forces him to befriend a classmate with leukemia."
6A9D,Never Sleep Again: The Elm Street Legacy ,112,240,7.99,"For decades, Freddy Krueger has slashed his way through the dreams of countless youngsters, scaring up over half a billion dollars at the box office across eight terrifying, spectacular films."
A076,Living in Oblivion ,95,89,6.99,Film about filmmaking. It takes place during one day on set of nonbudget movie. Ultimate tribute to all independent filmmakers.
825E,Walk the Line ,124,136,6.99,"A chronicle of country music legend Johnny Cashs life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins."
3804,A Good American ,112,100,7.99,"A Good American tells the story of the best codebreaker the USA ever had and how he and a small team within NSA created a surveillance tool that could pick up any electronic signal on earth, filter it for targets and render results in realtime while keeping the privacy as demanded by the US constitution."
3807,Something the Lord Made ,147,110,7.99,A dramatization of the relationship between heart surgery pioneers Alfred Blalock and Vivien Thomas.
99A0,Tunes of Glory ,96,102,6.99,"Major Jock Sinclair has been in this Highland regiment since he joined as a boy piper. During the Second World War, as SecondinCommand, he was made acting Commanding Officer. Now the regiment has returned to Scotland, and a new commanding officer is to be appointed. Jocks own cleverness is pitted against his new CO, his daughter, his girlfriend, and the other officers in the Mess."
4CCA,Lock  Stock and Two Smoking Barrels,93,105,7.99,A card sharp and his unwillinglyenlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a smalltime gang who happen to be operating out of the flat next door.
55E3,Men in War ,112,102,6.99,"In Korea, on 6 September 1950, Lieutenant Bensons platoon finds itself isolated in enemyheld territory after a retreat. Soon they are joined by Sergeant Montana, whose overriding concern is caring for his catatonic colonel. Benson and Montana cant stand each other, but together they must get the survivors to Hill 465, where they hope the division is waiting. Its a long, harrowing march, fraught with all the dangers the elusive enemy can summon."
6EA2,On the Double ,81,92,7.99,"American GI Ernie Williams, admittedly weakkneed, has an uncanny resemblance to British Colonel MacKenzie. Williams, also a master of imitation and disguise, is asked to impersonate the Colonel, ostensibly to allow the Colonel to make a secret trip East. What Williams is not told is that the Colonel has recently been a target of assassins. After the Colonels plane goes down, the plan changes and Williams maintains the disguise to confuse the Nazis about DDay."
6EA4,Vanishing of the Bees ,106,96,6.99,"This documentary takes a piercing investigative look at the economic, political and ecological implications of the worldwide disappearance of the honeybee. The film examines our current agricultural landscape and celebrates the ancient and sacred connection between man and the honeybee. The story highlights the positive changes that have resulted due to the tragic phenomenon known as Colony Collapse Disorder. To empower the audience, the documentary provides viewers with tangible solutions they can apply to their everyday lives. Vanishing of the Bees unfolds as a dramatic tale of science and mystery, illuminating this extraordinary crisis and its greater meaning about the relationship between humankind and Mother Earth. The bees have a message  but will we listen"
77BF,Which Way Home ,99,90,7.99,"Which Way Home is a feature documentary film that follows unaccompanied child migrants, on their journey through Mexico, as they try to reach the United States."
2956,Let It Ride ,118,90,6.99,A gambler used to losing is having a very good day.
9B3D,Deal of a Lifetime ,94,94,7.99,The agent for the Devil takes the soul of a high school sophomore in exchange for a date with the most popular girl on campus.
8275,Artifact ,121,105,7.99,"Artifact is a 2012 American documentary film directed by Jared Leto under the pseudonym of Bartholomew Cubbins, a recurring character in the Dr. Seuss universe. The film is a documentary about the making of the 30 Seconds to Mars album This Is War and the bands battle against record label EMI. Included in Artifact are several interviews, including the one with neurophysicist Daniel Levitin, author of the popular science book This Is Your Brain On Music. The film won the BlackBerry Peoples Choice Documentary Award at the 2012 Toronto International Film Festival."
8C8E,Deliverance ,110,109,6.99,"Intent on seeing the Cahulawassee River before its turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a riverrafting trip theyll never forget into the dangerous American backcountry."
6EC1,It Started with Eve ,132,90,7.99,"A young man asks a hat check girl to pose as his fiance in order to make his dying fathers last moments happy. However, the old mans health takes a turn for the better and now his son doesnt know how to break the news that hes engaged to someone else, especially since his father is so taken with the impostor."
A08D,Advise & Consent ,97,139,7.99,"A Senate investigation into the Presidents newlynominated Secretary of State gives light to a secret from the past, which may not only ruin the candidate, but the Presidents character as well."
078B,The Kreutzer Sonata ,104,99,9.99,"A film by Bernard Rose, based on the novel by Leo Tolstoy with music by Ludwig Van Beethoven. Edgar Hudson meets Abby, a concert pianist, at a dinner party. Abby is involved with someone else but that doesnt stop the two from acting upon their strong attraction to one another. They start to sneak around but its not long before they realize they should be together. Soon after Abby breaks up with her boyfriend, she becomes pregnant with Edgars child  something that was not planned."
99B5,Sting of the Black Scorpion ,102,84,7.99,"Cop by day, masked crusader by night, the fearless and sultry Black Scorpion must protect the City of Angels from a deadly trio of villains... the prosthetic machine gun Firearm, the timecontrolling Clockwise, and visionstealing Flashpoint."
77D9,God Grew Tired of Us ,82,89,7.99,"GOD GREW TIRED OF US explores the indomitable spirit of three Lost Boys from the Sudan who leave their homeland, triumph over seemingly insurmountable adversities and move to America, where they build active and fulfilling new lives but remain deeply committed to helping the friends and family they have left behind."
64A8,Nowhere Boy ,91,98,6.99,The drama tells the story of Lennons teenage years and the start of his journey to becoming a successful musician. The story also examines the impact on his early life and personality of the two dominant females in his childhood
99B9,Balto ,109,78,6.99,"An outcast halfwolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska."
0D26,Southern Comfort ,111,90,7.99,"This moving documentary chronicles the last year in the life of Robert Eads, a femaletomale transsexual dying of ovarian cancer. Were introduced to several prominent figures in Roberts life  most importantly, his life partner, Lola Cola. Lola is a transsexual whos become Roberts life partner and caretaker. The two prepare to lead a panel at the annual Southern Comfort conference, a yearly event created for transgendered individuals."
8C87,Undisputed III : Redemption ,136,96,6.99,"Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins  an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner  Boyka must reclaim his dignity and fight for his position in the tournament."
0304,Bloodfight ,137,100,8.99,"Master martial artist Masahiro Kai is a shadow of the champion fighter and trainer he once was. After his protg was slain in a noholdsbarred, underground fight by the incomparable Chang Lee, Kai slips into a numbing alcoholinduced stupor to try to forget the past."
911D,Rocky ,116,119,7.99,"When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break."
20E3,Bwakaw ,122,104,7.99,"Bwakaw is a dramacomedy about growing old, and everyones fear of growing old alone. Rene is a gay man who came out of the closet at age 70. Ailing in his twilight years, he thinks it is now too late for love, even companionship, and that all there is to look forward to is Death. He has made a will, bequeathing his few possessions to his even fewer friends. Everything is packed and labeled, ready for distribution. He has even paid for a coffin, taking advantage of a funeral homes Summer Sale. Nowadays the only companion Rene has is Bwakaw, a stray dog that hangs around his house and follows him wherever he goes. As Rene waits for the day of his death, he gets the surprise of his life when it is Bwakaw who suddenly falls ill and is diagnosed with cancer."
1639,Orange Sunshine ,104,105,6.99,"The neverbeforetold story of the Brotherhood of Eternal Love  a spiritual group of surfers and hippies in Southern California that became the largest suppliers of psychedelic drugs in the world during the 1960s and early 1970s. Bonded by their dreams to fight social injustice and spread peace, this unlikely band of freespirited idealists quickly transformed into a drugsmuggling empire and at the same time inadvertently invented the modern illegal drug trade. At the head of the Brotherhood, and the heart of this story, is the anticapitalistic husband and wife team, who made it their mission to change the world through LSD."
8C83,The Internet's Own Boy: The Story of Aaron Swartz ,136,105,7.99,Programming prodigy and information activist Aaron Swartz achieved groundbreaking work in social justice and political organizing. His passion for open access ensnared him in a legal nightmare that ended with the taking of his own life at the age of 26.
826C,The Taming of the Shrew ,100,126,9.99,"Baptista has two daughters Kate and Bianca. Everyone wants to wed the fair Bianca, but nobodys much interested in problem child, Kate. Baptista declares that he wont give Bianca away in a marriage until hes found a husband for Kate, so all the suitors begin busily hunting out a madman whos willing to do it, and they find Petruchio a man whos come to wive it wealthily in Padua. And Petruchio marries Kate with a plan to tame her, while everybody else begins scheming to win Biancas hand."
1638,Top Hat ,144,101,6.99,"Showman Jerry Travers is working for producer Horace Hardwick in London. Jerry demonstrates his new dance steps late one night in Horaces hotel, much to the annoyance of sleeping Dale Tremont below. She goes upstairs to complain and the two are immediately attracted to each other. Complications arise when Dale mistakes Jerry for Horace."
3811,The Kite Runner ,144,128,6.99,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble."
20E1,The Revenant ,99,156,6.99,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling."
2F14,The Ghost Breakers ,145,85,6.99,"Mary Carter inherits her familys ancestral home, located on a small island off Cuba, and, despite warnings and death threats, decides to take possesion of the reputedly haunted castle. She is joined by radio broadcaster Larry Lawrence who, believing he has killed a mob gunsel, flees New York with his butler, Alex. Once on the island the threesome enter the eerie castle and after viewing the ghost of one of Marys ancestors and fighting off a menacing zombie, they find the key to the castles treasure but are interrupted by an alltoohuman foe."
079F,Six Shooter ,98,27,7.99,"A black and bloody Irish comedy about a sad train journey where an older man, whose wife has died that morning, encounters a strange and possibly psychotic young oddball..."
64BA,The Thin Blue Line ,140,103,7.99,Errol Morriss unique documentary dramatically reenacts the crime scene and investigation of a police officers murder in Dallas.
0D30,The Killing Fields ,116,141,7.99,"The Killing Fields tells the real life story of a friendship between two journalists, an American and a Cambodian, during the bloody Khmer Rouge takeover of Cambodia in 1975, which lead to the death of 23 million Cambodians during the next four years, until Pol Pots regime was toppled by the intervening Vietnamese in 1979."
64BB,Louis Theroux: The Most Hated Family in America ,125,60,7.99,"Louis meets the Phelps family  the people at the heart of the controversial Westboro Baptist Church. The Phelps have rabid antihomosexual beliefs, and often campaign at the funerals of American soldiers. They believe that every tragedy in the world is Gods punishment for homosexuality."
99C5,Good Will Hunting ,148,126,7.99,"Will Hunting has a geniuslevel IQ but chooses to work as a janitor at MIT. When he solves a difficult graduatelevel math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire."
2980,The Tall T ,109,78,6.99,"Having lost his horse in a bet, Pat Brennan hitches a ride with a stagecoach carrying newlyweds, Willard and Doretta Mims. At the next station the coach and its passengers fall into the hands of a trio of outlaws headed by a man named Usher. When Usher learns that Doretta is the daughter of a rich coppermine owner, he decides to hold her for ransom. Tension builds over the next 24 hours as Usher awaits a response to his demands and as a romantic attachment grows between Brennan and Doretta."
99C3,The Awful Truth ,111,91,6.99,"Unfounded suspicions lead a married couple to begin divorce proceedings, whereupon they start undermining each others attempts to find new romance."
77E7,Rock-a-Bye Baby ,132,103,6.99,"A Movie star has triplets, but does not want her beloved public to find out. Has she made a mistake in hiring Jerry Lewis as the babysitter "
9B4A,Kick-Ass ,80,117,6.99,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so."
2F17,Louis C.K.: One Night Stand ,104,30,6.99,"Boldly original comedian Louis C.K. brings the audience to hysterics in this live HBO standup performance. In a blistering routine, the awardwinning comic exposes lifes most absurd realities with his signature blend of raw wit and twisted wisdom. Named one of the Ten Comics to Watch by Variety, C.K. won an Emmy for his comedy writing and has appeared regularly on Comedy Central, HBO and many latenight talk shows."
2F16,American Splendor ,126,101,6.99,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.
2974,Killjoy's Psycho Circus ,108,120,8.99,"Killjoy, the demon of vengeance, trickster god and killer clown has finally made it to Earth Along with his gruesome crew Freakshow, Punchy and the sexypsychotic Batty Boop, Killjoy is free to terrorize mortals in new and excruciating ways."
77E2,Paradise Lost 2: Revelations ,80,130,6.99,"Paradise Lost 2 Revelations revisits the 1994 Arkansas murder of three 8yearold boys and the three teenagers convicted of the crime. A follow up to Paradise Lost, Revelations features new interviews with the convicted men, as well as with the original judge and police investigators."
8C90,McLibel ,140,85,7.99,"McLibel is a documentary film directed by Franny Armstrong for Spanner Films about the McLibel case. The film was first completed, as a 52 minute television version, in 1997, after the conclusion of the original McLibel trial. It was then reedited to 85 minute feature length in 2005, after the McLibel defendants took their case to the European Court of Human Rights."
77DD,The Meaning of Life ,102,107,6.99,"Lifes questions are answered in a series of outrageous vignettes, beginning with a staid London insurance company which transforms before our eyes into a pirate ship. Then theres the National Health doctors who try to claim a healthy liver from a stillliving donor. The worlds most voracious glutton brings the art of vomiting to new heights before his spectacular demise."
0319,Metalocalypse: The Doomstar Requiem ,83,60,7.99,"While Toki and Abigail remain in the clutches of Magnus Hammersmith and the Metal Masked Assassin, the remaining members of Dethklok carry on with their lives while pretending not to care. But as their guilt mounts and their fans become increasingly restless with Tokis absence, they realize that they must find a way to rescue their brother."
99BF,The Wrestler ,104,109,6.99,"Aging wrestler Randy The Ram Robinson is long past his prime but still ready and rarin to go on the prowrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a longinthetooth stripper, and tries to reconnect with his estranged daughter. But he cant resist the lure of the ring and readies himself for a comeback."
0D46,John Bishop Supersonic Live ,119,80,7.99,"John Bishops back After taking time out to write his autobiography, John limbered up again for his third sellout national Arena tour, ending with a special oneoff show at Londons iconic Royal Albert Hall. This latest comedy caper by the immensely talented John Bishop was described as the funniest two hours youll have anywhere, anytime soon by The Daily Mirror."
250D,Scott Pilgrim vs. the World ,87,112,6.99,"Scott Pilgrim is a film adaptation of the critically acclaimed, awardwinning series of graphic novels of the same name by Canadian cartoonist Bryan Lee OMalley. Scott Pilgrim is a 23 year old Canadian slacker and wannabe rockstar who falls in love with an American delivery girl, Ramona V. Flowers, and must defeat her seven evil exes to be able to date her."
0D45,Long Way Round ,113,294,7.99,"This documentary series follows actors Ewan McGregor and Charley Boorman on a motorcycle trip around the world. The two friends will travel through such places as Siberia, Kazakhstan, Mongolia, and Alaska, before finally ending the journey in New York. The filming will be done by on board cameras and one ride along cameraman."
99DB,Mike Birbiglia: My Girlfriend's Boyfriend ,134,75,7.99,"Mike Birbiglia shares a lifetime of romantic blunders and misunderstandings. On this painfully honest but hilarious journey, Birbiglia struggles to find reason in an area where it may be impossible to find love."
86AA,Corpse Bride ,110,77,6.99,"Set in a 19thcentury european village, this stopmotion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living."
298B,Fight Club ,128,139,7.99,"A tickingtimebomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground fight clubs forming in every town, until an eccentric gets in the way and ignites an outofcontrol spiral toward oblivion."
6EDF,The Sea Wolf ,107,100,6.99,Shipwrecked fugitives try to escape a brutal sea captain whos losing his mind.
A4BF,A Raisin in the Sun ,97,128,6.99,"Walter Lee Younger is a young man struggling with his station in life. Sharing a tiny apartment with his wife, son, sister and mother, he seems like an imprisoned man. Until, that is, the family gets an unexpected financial windfall..."
2F29,Harry Potter and the Half-Blood Prince ,89,153,6.99,"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as Property of the HalfBlood Prince, and begins to learn more about Lord Voldemorts dark past."
2F27,Star Wars: Episode III - Revenge of the Sith ,101,140,6.99,"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxywide battle against the Separatists. When the sinister Sith unveil a thousandyearold plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperors new apprentice  Darth Vader. The Jedi are decimated, as ObiWan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakins own offspring  the twin children born in secrecy who will grow up to become heroes."
42E0,Wuthering Heights ,114,104,6.99,"The Earnshaws are Yorkshire farmers during the early 19th Century. One day, Mr. Earnshaw returns from a trip to the city, bringing with him a ragged little boy called Heathcliff. Earnshaws son, Hindley, resents the child, but Heathcliff becomes companion and soulmate to Hindleys sister, Catherine. After her parents die, Cathy and Heathcliff grow up wild and free on the Moors and despite the continued enmity between Hindley and Heathcliff theyre happy  until Cathy meets Edgar Linton, the son of a wealthy neighbor."
6EDA,Moving the Mountain ,131,83,7.99,"ON JUNE 4th 1989, CHINA WAS CHANGED FOREVER.  Beijing, May, 1989. the world watched as a hundred students became a thousand, as thousands became a million  and a nation starved of freedom, cried out for a taste of democracy. In this compelling film, director Michael Apted Nell, Gorillas in the Mist, captures the power and passion of the Tiananmen Square uprising through a unique combination of newsreel footage, dramatic reenactments and extensive input from the actual student leaders. Exploring their personal histories, reflections and thoughts on the future. MOVING THE MOUNTAIN paints a portrait of courage, conviction, and commitment that the NEW YORK POST calls, A soaring  and sobering  tribute to the human spirit."
4CFE,The Sixth Sense ,99,107,7.99,"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people."
5BAB,The Heart Is a Lonely Hunter ,136,123,6.99,"Singer is a deafmute whose small world brings him in contact with a young girl, Mick, who cherishes a seemingly hopeless dream of becoming a concert pianist. At first hostile, Mick soon becomes friends with Singer, hoping to enlarge his small world. Three other central characters come to Singer for help also, each of them seeing in him a powerful force."
3830,Moonrise Kingdom ,116,94,7.99,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelveyearolds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing offshore  and the peaceful island community is turned upside down in more ways than anyone can handle."
2F36,Teenage Kicks ,148,98,7.99,"Mikls is at the age when everything feels highstakes. He is coming to terms with his own sexuality, and when his best friend Dan reveals that he has a new girlfriend, this puts an end to their plans to run away together."
166D,Dead Man's Shoes ,115,90,6.99,A soldier returns home to his small town and exacts a deadly revenge on the thugs who tormented his dimwitted brother while he was away.
251A,Coffy ,146,91,6.99,"After her younger sister gets involved in drugs and is severely injured by contaminated heroin, a nurse sets out on a mission of vengeance and vigilante justice, killing drug dealers, pimps, and mobsters who cross her path."
1C00,Pride ,92,119,7.99,"Based on a trues story. In the summer of 1984  Margaret Thatcher is in power and the National Union of Mineworkers NUM is on strike. At the Gay Pride March in London, a group of gay and lesbian activists decides to raise money to support the families of the striking miners. But there is a problem  the union seems embarrassed to receive their support.  However the activists are not deterred. They decide to ignore the union and go direct to the miners. They identify a mining village of Onllwyn, in the Dulais Valley  in Wales, and later set off in a mini bus to make their donation in person. And so begins the extraordinary story of two seemingly alien communities who form a surprising and ultimately triumphant partnership."
1671,Inglourious Basterds ,97,153,7.99,"In Nazioccupied France during World War II, a group of JewishAmerican soldiers known as The Basterds are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a FrenchJewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers."
A4CE,Mudhoney ,110,92,7.99,"In this Depressionera tale, Calef is traveling from Michigan to California and stops in Spooner, Missouri, where Lute hires him for odd jobs. Calef gets involved with Lutes niece, Hannah. But she is married to Sidney, a wifebeating drunk who hopes to inherit his uncleinlaws money. Sidney and an eccentric preacher plot against Calef, who finds it difficult to conceal his mysterious past and his growing affection for Sidneys wife."
384C,Airplane! ,90,88,6.99,"Alcoholic pilot, Ted Striker has developed a fear of flying due to wartime trauma, but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend. Food poisoning decimates the passengers and crew, leaving it up to Striker to land the plane with the help of a gluesniffing air traffic controller and Strikers vengeful former Air Force captain, who must both talk him down."
A4CB,Old Fashioned: The Story of the Wisconsin Supper Club ,134,51,9.99,"Supper club restaurants were the hot dinning trend in the mid twentieth century. They provided a place for people to spend their evenings enjoying cocktails, home cooked, high quality food and entertainment. The supper club scene slowly faded from the rest of the country, but kept a strong hold in Wisconsin due to a culture that allowed it to thrive. Around for decades, supper clubs in Wisconsin have been able to hold their own style and traditions. While chain restaurants continue to expand and threaten their future, supper clubs are fighting to survive while continuing to offer the same exceptional dinning experience and a personal touch that is not seen in the modern lifestyle of dine and dash. Old Fashioned The Story of the Wisconsin Supper Club takes you into this uniquely Wisconsin institution."
3849,Taken ,113,93,6.99,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her exspy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle."
2511,West Point ,93,95,7.99,"Wealthy Brice Wayne enters West Point and, though he does well on the football field, angers fellow cadets with his arrogance."
42F5,Lifted ,128,5,7.99,"When an overconfident teen alien gets behind the controls of a spaceship, he must attempt to abduct a slumbering farmer under the watchful eye of a critical instructor. But abducting humans requires precision and a gentle touch, and within a few missteps its painfully clear why more humans dont go missing every year."
9B69,You and Me ,118,90,7.99,"Mr. Morris, the owner of a large metropolitan department store, gives jobs to paroled exconvicts in an effort to help them reform and go straight. Among his employedprisongraduates are Helen Roberts and Joe Dennis, working as sales clerks. Joe is in love with Helen and asks her to marry him, but she is forbidden to marry as she is still on parole, but she says yes and they are married. In spite of their povertylevel life, their marriage is a happy one until Joe discovers she has lied about her past, in order to marry him. Disillusioned, he leaves, goes back to his old gang and plans to rob the department store."
5BBC,Guardians of the Galaxy Vol. 2 ,116,137,7.99,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quills true parentage.
0D4A,Rhinoceros ,112,104,7.99,"Originally an absurdist play by Eugene Ionesco, Rhinoceros tells the story of a French town plagued by rhinoceroses. These are not ordinary rhinoceroses, but people who have been victims of rhinoceritis. Or is it something else entirely But, why are they turning into rhinoceroses and what is Ionesco trying to tell us about society"
3840,The Little Mermaid ,95,83,6.99,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters  including the villainous sea witch Ursula.
6EE8,Trumbo ,135,96,7.99,"Through a focus on the life of Dalton Trumbo 19051976, this film examines the effects on individuals and families of a congressional pursuit of Hollywood Communists after World War II. Trumbo was one of several writers, directors, and actors who invoked the First Amendment in refusing to answer questions under oath. They were blacklisted and imprisoned. We follow Trumbo to prison, to exile in Mexico with his family, to poverty, to the public shunning of his children, to his writing under others names, and to an eventual but incomplete vindication. Actors read his letters his children and friends remember and comment. Archive photos, newsreels and interviews add texture. Written by"
9B64,Before Sunrise ,145,105,7.99,"A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide."
829F,Batman: Year One ,144,64,6.99,"Two men come to Gotham City Bruce Wayne after years abroad feeding his lifelong obsession for justice and Jim Gordon after being too honest a cop with the wrong people elsewhere. After learning painful lessons about the citys corruption on its streets and police department respectively, this pair learn how to fight back their own way. With that, Gothams evildoers from top to bottom are terrorized by the mysterious Batman and the equally heroic Gordon is assigned to catch him by comrades who both hate and fear him themselves. In the ensuing manhunt, both find much in common as the seeds of an unexpected friendship are laid with additional friends and rivals helping to start the legend."
2F2F,GoodFellas ,114,145,7.99,"The true story of Henry Hill, a halfIrish, halfSicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway."
1C14,Moon ,122,97,7.99,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moonbased manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone."
1C12,Dr. Jekyll and Mr. Hyde ,88,98,6.99,"Based on the story by Robert Louis Stevenson, Dr. Henry Jekyll believes that there are two distinct sides to men  a good and an evil side. He believes that by separating the two man can become liberated. He succeeds in his experiments with chemicals to accomplish this and transforms into Hyde to commit horrendous crimes. When he discontinues use of the drug it is already too late..."
64EC,Savior ,121,99,6.99,A hardened mercenary in the Foreign Legion begins to find his own humanity when confronted with atrocities during the fighting in Bosnia
1C11,Lenny ,148,111,6.99,"The story of acerbic 1960s comic Lenny Bruce, whose groundbreaking, noholdsbarred style and social commentary was often deemed by the Establisment as too obscene for the public."
99FE,A Stolen Life ,145,109,7.99,A twin takes her deceased sisters place as wife of the man they both love.
5BD5,TimeScapes ,80,52,6.99,"TimeScapes is the debut film from awardwinning cinematographer and director Tom Lowe. The film features stunning slowmotion and timelapse cinematography of the landscapes, people, and wildlife of the American South West. Lowe spent 2 years roaming the Southwest in his Toyota pickup truck shooting the film."
0350,Enter the Dragon ,116,99,6.99,A martial artist agrees to spy on a reclusive crime lord using his invitation to a tournament there as cover.
9B7A,Seven Brides for Seven Brothers ,103,102,6.99,"Things are different for the Pontipee men now that big brother Adams fetched a bride and brought her to their cabin. Indeed, the unwed brothers are so inspired they raid the town and carry off brides of their own"
99F9,Captain Fantastic ,106,119,7.99,A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.
1681,Angels with Dirty Faces ,139,97,7.99,"In New York, the boys Rocky Sullivan and Jerry Connelly are best friends and small time thieves. After a robbery, Rocky is arrested and sent to a reformatory school, where he begins his criminal career. Jerry escapes and later becomes a priest. After three years in prison, Rocky is released and demands the return of 100,000 deposited with his Solicitor  prior to his jail term."
9164,The Party ,132,99,6.99,"Hrundi V. Bakshi, an accidentprone actor from India, is accidentally put the name on the guest list for an upcoming party at the home of a Hollywood film director. Unfortunately, from the moment he arrives, one thing after another goes wrong with a compounding affect."
9B7D,The Bridge on the River Kwai ,109,161,7.99,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridges construction, has acquired a sense of pride in his creation and tries to foil their plans."
3859,Lucky Number Slevin ,128,110,6.99,"Slevin is mistakenly put in the middle of a personal war between the citys biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma. A film with many twists and turns."
